USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
xuan        5445  0.0  1.5 2661080 112184 ?      Sl   19:05   0:06 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37561 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {4d28e14e-ccc3-4199-86e2-88dc43151d38} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 5 tab
xuan        5622  0.2  1.6 6874324 122740 ?      Sl   19:05   0:15 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50837 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {7f2b18c5-686f-4b4a-83d5-018392b04547} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 6 tab
xuan        5860  2.6  0.7 646632 58828 ?        Sl   19:05   2:46 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -parentBuildID 20260904071051 -sandboxingKind 0 -prefsHandle 0:55268 -prefMapHandle 1:294771 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {46536498-65d1-476d-beaa-388db9a80dc3} -parentPid 4957 -crashHelperPid 5049 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8863/usr/lib/firefox/browser 7 utility
xuan        5873  0.3  3.3 2844044 249052 ?      Sl   19:05   0:24 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51065 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {22b80b32-c938-4e6b-b833-51d665f050f3} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 9 tab
xuan        6116 19.7 11.4 7776064 853848 ?      Sl   19:05  20:50 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51173 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b9713e5e-b271-401b-bafd-b314ba2ec920} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 11 tab
xuan        6163  0.1  1.4 2639740 108060 ?      Sl   19:05   0:07 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51173 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2bb722f1-31bf-4b2d-9468-2faca8c7a14c} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 12 tab
root       15354  0.0  0.0      0     0 ?        I    19:38   0:03 [kworker/u32:1-ipv6_addrconf]
xuan       19132  6.0  8.6 3821436 646028 ?      Sl   19:50   3:38 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51279 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2ae5e98c-496d-40e5-a908-9a801ca905cb} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 32 tab
root       20835  0.0  0.0      0     0 ?        I    19:56   0:01 [kworker/1:0-mm_percpu_wq]
root       22619  0.1  0.6 504112 47332 ?        Ssl  20:03   0:04 /usr/libexec/fwupd/fwupd
xuan       23131  5.2  3.1 7016096 233056 ?      Sl   20:05   2:23 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51278 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {47e65655-689d-4458-a1b7-f4ad0f763c4e} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 34 tab
root       24871  0.0  0.0      0     0 ?        I    20:11   0:01 [kworker/u32:0-events_unbound]
root       24969  0.1  0.0      0     0 ?        I<   20:11   0:03 [kworker/u33:2-rb_allocator]
xuan       25498  0.0  0.1 389812  9368 ?        Sl   20:13   0:00 /usr/libexec/gvfsd-recent --spawner :1.21 /org/gtk/gvfs/exec_spaw/1
xuan       25500  0.0  0.1 389876  9668 ?        Sl   20:13   0:00 /usr/libexec/gvfsd-network --spawner :1.21 /org/gtk/gvfs/exec_spaw/2
xuan       25515  0.0  0.1 390880  9800 ?        Sl   20:13   0:00 /usr/libexec/gvfsd-dnssd --spawner :1.21 /org/gtk/gvfs/exec_spaw/3
xuan       25522  0.0  0.1 389296  9364 ?        Sl   20:13   0:00 /usr/libexec/gvfsd-wsdd --spawner :1.21 /org/gtk/gvfs/exec_spaw/4
xuan       25527  0.0  0.4  48468 35760 ?        S    20:13   0:00 python3 /usr/bin/wsdd --no-host --discovery --listen /run/user/1000/gvfsd/wsdd
uuidd      25537  0.0  0.0  10704  3368 ?        Ss   20:13   0:00 /usr/sbin/uuidd --socket-activation --cont-clock
root       26272  0.0  0.0      0     0 ?        I    20:16   0:00 [kworker/0:0-events]
root       29223  0.0  0.0      0     0 ?        I    20:24   0:01 [kworker/5:1-i915-unordered]
xuan       29953  5.7  7.2 3546600 538424 ?      Sl   20:26   1:24 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51279 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {ba79a52d-b779-444f-b1d7-0569e30c6223} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 68 tab
root       31201  0.1  0.0      0     0 ?        I<   20:31   0:01 [kworker/u33:0-rb_allocator]
root       31601  0.0  0.0      0     0 ?        I    20:32   0:00 [kworker/2:1-events]
root       31828  0.0  0.0      0     0 ?        I    20:34   0:00 [kworker/7:0-events]
root       32101  0.0  0.0      0     0 ?        I    20:35   0:00 [kworker/6:3-events]
root       32157  0.3  0.0      0     0 ?        I    20:35   0:03 [kworker/5:0-i915-unordered]
root       32191  0.0  0.0      0     0 ?        I    20:35   0:00 [kworker/u32:3-events_unbound]
root       32669  0.0  0.0      0     0 ?        I    20:37   0:00 [kworker/4:1-events]
root       32760  0.0  0.0      0     0 ?        I    20:38   0:00 [kworker/3:0-events]
root       33094  0.0  0.0      0     0 ?        I    20:39   0:00 [kworker/2:0-events]
xuan       33252  0.2  1.1 2622512 88732 ?       Sl   20:40   0:01 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51279 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f2eeb5a8-3a3f-4231-b040-1d4d56302832} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 81 tab
root       33336  0.0  0.0      0     0 ?        I    20:40   0:00 [kworker/u32:2-events_unbound]
root       33627  0.0  0.0      0     0 ?        I    20:41   0:00 [kworker/7:1-events]
root       33655  0.0  0.0      0     0 ?        I    20:41   0:00 [kworker/5:2-events]
root       33663  0.1  0.0      0     0 ?        I<   20:41   0:01 [kworker/u33:1-i915_flip]
xuan       33686  1.4  1.9 2086468 146520 ?      Sl   20:42   0:07 /usr/bin/ptyxis --gapplication-service
xuan       33693  0.0  0.1 239956  7876 ?        Ssl  20:42   0:00 /usr/libexec/ptyxis-agent --socket-fd=3 --rlimit-nofile=1024
xuan       33723  0.0  0.0  11424  5832 pts/1    Ss   20:42   0:00 /usr/bin/bash
xuan       33863  0.0  0.9 2609124 73444 ?       Sl   20:42   0:00 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51279 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {8a34a6f2-1d3d-4153-a81e-642add375799} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 85 tab
root       34097  0.0  0.0      0     0 ?        I    20:43   0:00 [kworker/3:1-events]
root       34491  0.0  0.0      0     0 ?        I    20:45   0:00 [kworker/1:1-i915-unordered]
root       34736  0.0  0.0      0     0 ?        I    20:46   0:00 [kworker/5:3-i915-unordered]
root       34759  0.1  0.0      0     0 ?        I<   20:46   0:00 [kworker/u33:3-rb_allocator]
root       34839  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/7:2]
xuan       34931  0.0  0.9 2609140 73348 ?       Sl   20:47   0:00 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51278 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {02e4939c-babd-40b0-9fe3-32ad77d6f282} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 86 tab
xuan       34937  0.0  0.9 2609140 73480 ?       Sl   20:47   0:00 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51278 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {bfe80b25-9118-4430-9b1c-d534339891a9} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 87 tab
root       35164  0.0  0.0      0     0 ?        I<   20:47   0:00 [kworker/7:2H]
root       35181  0.0  0.0      0     0 ?        I    20:47   0:00 [kworker/0:2]
root       35217  0.0  0.0      0     0 ?        I    20:48   0:00 [kworker/6:1-events]
root       35249  0.0  0.0      0     0 ?        I    20:48   0:00 [kworker/6:2-events]
root       35364  0.0  0.0      0     0 ?        I    20:48   0:00 [kworker/3:2-events]
root       35396  0.0  0.0      0     0 ?        I    20:48   0:00 [kworker/u32:4-i915]
root       35670  0.0  0.0      0     0 ?        I    20:50   0:00 [kworker/2:2]
root       35736  0.0  0.0      0     0 ?        I    20:50   0:00 [kworker/4:0]
xuan       35788  500  0.0  12768  4956 pts/1    R+   20:50   0:00 ps aux
