UID          PID    PPID  C STIME TTY          TIME CMD
xuan        4638    3114  0 19:04 ?        00:00:00 /snap/snapd-desktop-integration/391/usr/bin/snapd-desktop-integration
xuan        4957    3480 41 19:05 ?        00:47:06 /snap/firefox/8863/usr/lib/firefox/firefox
xuan        5049    3079  0 19:05 ?        00:00:00 /snap/firefox/8863/usr/lib/firefox/crashhelper 4957 9 /tmp/ 11 20260904071051
xuan        5172    4957  0 19:05 ?        00:00:00 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {d2d9cac3-7b59-4231-ba30-1d4937d764d9} -parentPid 4957 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 1 forkserver
xuan        5204    5172  0 19:05 ?        00:00:01 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -parentBuildID 20260904071051 -prefsHandle 0:37297 -prefMapHandle 1:294771 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {88afe8c0-cd8d-4508-bbcf-f0117622b2c6} -parentPid 4957 -crashHelperPid 5049 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8863/usr/lib/firefox/browser 2 socket
xuan        5221    5172  0 19:05 ?        00:00:49 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37384 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {6daaa593-7467-428d-80ab-b5c5be48fa7e} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 3 tab
xuan        5230    5172 35 19:05 ?        00:40:04 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -parentBuildID 20260904071051 -prefsHandle 0:37384 -prefMapHandle 1:294771 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {ecc058fe-1224-4483-a33f-4d62aaca5075} -parentPid 4957 -crashHelperPid 5049 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8863/usr/lib/firefox/browser 4 rdd
xuan        5274    3079  0 19:05 ?        00:00:00 /snap/snapd/current/usr/bin/snap userd
xuan        5445    5172  0 19:05 ?        00:00:06 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:37561 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {4d28e14e-ccc3-4199-86e2-88dc43151d38} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 5 tab
xuan        5622    5172  0 19:05 ?        00:00:16 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:50837 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {7f2b18c5-686f-4b4a-83d5-018392b04547} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 6 tab
xuan        5860    5172  2 19:05 ?        00:03:04 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -parentBuildID 20260904071051 -sandboxingKind 0 -prefsHandle 0:55268 -prefMapHandle 1:294771 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {46536498-65d1-476d-beaa-388db9a80dc3} -parentPid 4957 -crashHelperPid 5049 -crashHelper 5 -crashReporter 6 -appDir /snap/firefox/8863/usr/lib/firefox/browser 7 utility
xuan        5873    5172  0 19:05 ?        00:00:25 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51065 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {22b80b32-c938-4e6b-b833-51d665f050f3} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 9 tab
xuan        6116    5172 19 19:05 ?        00:22:43 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51173 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b9713e5e-b271-401b-bafd-b314ba2ec920} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 11 tab
xuan        6163    5172  0 19:05 ?        00:00:08 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51173 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2bb722f1-31bf-4b2d-9468-2faca8c7a14c} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 12 tab
root       15354       2  0 19:38 ?        00:00:03 [kworker/u32:1-events_power_efficient]
xuan       19132    5172  6 19:50 ?        00:04:37 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51279 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2ae5e98c-496d-40e5-a908-9a801ca905cb} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 32 tab
root       20835       2  0 19:56 ?        00:00:01 [kworker/1:0-events]
root       22619       1  0 20:03 ?        00:00:04 /usr/libexec/fwupd/fwupd
xuan       23131    5172  5 20:05 ?        00:02:48 /snap/firefox/8863/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51278 -prefMapHandle 1:294771 -jsInitHandle 2:160936 -parentBuildID 20260904071051 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {47e65655-689d-4458-a1b7-f4ad0f763c4e} -parentPid 4957 -crashHelperPid 5049 -crashHelper 6 -crashReporter 7 -greomni /snap/firefox/8863/usr/lib/firefox/omni.ja -appomni /snap/firefox/8863/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/8863/usr/lib/firefox/browser 34 tab
root       24871       2  0 20:11 ?        00:00:02 [kworker/u32:0-events_unbound]
xuan       25498    3459  0 20:13 ?        00:00:00 /usr/libexec/gvfsd-recent --spawner :1.21 /org/gtk/gvfs/exec_spaw/1
xuan       25500    3459  0 20:13 ?        00:00:00 /usr/libexec/gvfsd-network --spawner :1.21 /org/gtk/gvfs/exec_spaw/2
